3799027.81931304,2868591.54012107,2072233.58730092,3201241.80312672,4097222.31834241,6170152.19747933,2907569.30807459,5545047.9531361,4317633.71065908,2504404.11776428,4055731.44033044,4121927.18448696,5125132.85865144,3783678.08456267,3642226.02355591,3132798.21482448,1391667.79474214,2194736.62336108
3095936.8496473,3300264.13876242,3939105.96416716,3580817.62905195,3056215.13974846,4462613.34065354,2388600.42565257,3026585.66389555,4234351.40456325,1785049.54566285,3988088.35535603,4244892.14938747,6203888.68531214,3305508.21928482,4698342.52769038,1263610.24273838,1821714.17108758,2241318.06426877
3597744.91204011,2537408.970749,1581881.37056599,3736520.18294347,1853360.92453414,3759865.87685147,2462497.03744004,4525426.31895988,2506105.06271338,3258121.38576896,5474537.17421123,6062146.72917922,5076491.52335071,1028844.09512869,2910474.90248898,1555786.99986608,1832224.63327881,2234855.50290047
2498515.91037152,3371282.49732818,2119995.31564011,3435636.21813834,3096638.54943828,3932156.41983725,919720.077909998,3785406.80643777,2348997.47084586,3382193.20323213,4699734.56798458,3579410.17783659,5634382.54072935,3397870.10230599,2021971.15250577,2316663.45845502,1833282.67755399,930156.063506536
3148445.53064077,2669646.37650819,4736946.7370712,2941960.3662241,1016955.85997384,3839851.29690714,1911208.3185444,3077890.03611068,2745910.54923951,2955456.54405781,2905709.20900735,4838894.66716883,4404619.50621694,3197641.66237092,2713510.85803221,2615424.77618187,2406267.99434793,2584715.58876733
3422990.83421418,4475802.19227037,2695276.49844307,4061425.3452679,2069588.43963205,4714319.31290911,1638032.20041096,3310384.73802086,3710374.94432328,2126248.77154834,2912243.99999044,3450007.04241992,6174758.13993611,1859438.86009843,3166441.58558728,2368955.20938827,2784898.06909365,1337626.50603688
2997521.95933815,3906207.60939618,2015918.26780435,2104549.20696787,3870688.28298742,3789981.58142389,-801760.595076502,3833716.46887777,3985309.30088266,1820138.79505347,2812283.49980934,3254882.22942804,5857855.70327909,1989142.77368575,3584994.64684564,1884925.9379803,1253761.25062321,1722242.40222791
3272468.25004878,2928698.04322201,2438426.25227909,3926798.94294844,1604181.45130111,2318828.91758575,1537547.47028607,4456990.5709905,3984555.07890326,2747313.91659971,3208532.66686082,3041933.24429182,5566314.38762387,57004.0447330717,3259741.69044979,1174526.24591336,2430981.72459063,2119816.12687665
2963094.37393208,2010813.75544886,3682479.71226397,3183281.33390725,1928209.91756925,3057827.16347969,2885469.5324619,3525377.19189594,2795648.18557214,2158422.61790111,3125806.99382452,3297506.77897989,3940755.65044267,2047632.63504784,1736984.90440423,314512.795678779,337272.523452856,1028802.50732861
1775702.46012839,2175374.97294312,1901297.56797966,3207243.11600826,1404480.05931228,4849497.78146282,1592621.61715772,3710001.91217011,2783430.51762985,3605096.320099,2663848.91586044,4601435.06574412,5131932.97788499,3677810.40387513,1067900.51417339,1031688.5034598,882537.927901912,687714.044852095
2563069.78276334,2805037.81363419,3372771.14107899,3090782.54575918,1124483.85750045,3622155.63243447,2429511.83507629,2408956.66455584,2558369.33166202,2507569.20027653,2504944.64385759,2098929.70314285,5757605.45828498,2461921.25192827,2019327.971922,793295.019180941,1632677.49863807,6345.3030805788
1675605.48489091,2239160.22995932,1707992.67956509,3072053.01229256,1532710.81709433,2968845.44066297,858162.875732978,2879468.11155274,2308422.20444127,2695578.83531032,4071019.31751076,4707059.96876286,5101529.50204625,1266035.3837133,3187184.76374281,1895259.21602498,2071371.54908531,1642611.04018857
2734963.99192914,2438560.63314931,2667257.14067673,3071078.21420783,3087900.5157278,4328986.12060028,2216435.67699478,4268180.60875431,3085135.82131046,3042115.71905361,2514985.42169372,2617841.54001305,2921127.62944434,2086766.82985111,4248335.62782001,783771.971665273,1566484.14132258,1908118.83771633
2613855.75876194,3358416.93855621,2870558.11537303,2255465.0935108,2233852.48505568,2730832.17539713,940861.601256673,2932055.2149601,2164029.09613814,2573792.15462873,3504439.42765937,3656338.97951481,4972749.32073866,1915715.76440931,1255091.95436362,778172.527413539,1444275.03078935,2505487.0459098
2085493.10113896,3374280.92808903,2782338.236923,3856253.30172214,1795622.85828031,2261277.19930117,1294393.2946617,3317593.03966448,3164625.43353671,2456980.19048119,2857469.08779801,3360934.00892209,4768517.25805883,2108406.41536019,1761447.38537704,953090.40775253,1094833.60177057,1811139.14942089
3466117.34925488,3271468.92140054,1561517.97339906,2504552.75741185,989070.247188586,1954356.36253106,1254143.14485729,3274208.6501182,3057957.87472928,2151201.75932588,1491148.07850176,2796139.24660127,4902511.00296462,2892763.49744422,3140553.79487486,1065646.08611911,1727321.63021051,2749098.72507905
3356162.7282021,2830980.12630979,3461998.39419369,2174002.26425861,3871019.08950706,2058258.01479831,-460029.051111655,3137469.64310685,1625447.13098645,1693262.58184581,4083256.82844935,4127015.92689177,4033643.75618517,2596183.44204927,2000573.09508772,182196.79250913,1732071.36124737,923558.951232857
2730882.95792927,2777752.27286972,2260806.05940235,3111104.81401163,2261881.6790167,4332117.05878411,1703071.27707271,2125095.20633883,3959851.50048845,1033064.53143203,2711637.11073441,2579461.85476941,3390467.42005837,1612628.55095801,2403331.83380925,1986731.83061753,479440.689015137,2481202.56729662
2777723.44677874,1234521.6280265,2837454.76010016,3259034.732523,2427180.13172927,3738476.53847492,1553861.74717263,1907632.92198686,1961021.8994331,1602350.43904034,3754286.88488208,4424886.26458277,3940530.22423566,1998476.14941393,1606859.58505036,861026.799340098,1062389.0638664,2437821.27961711
3478565.11967626,2680244.95482848,3604679.84517188,3083850.2439042,2666509.141922,4480718.16812976,1487298.1429749,3716254.90184905,2773614.13646909,1036507.58592176,2943584.99968308,3935651.74110866,4908932.22434731,1638897.73347428,1893509.83070024,1090596.59557796,1822146.13319709,971933.541969622
